Variable,ADF Statistic,p-value,ADF Stationarity
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-5.994390925573166,1.7153359012205867e-07,Stationary
upper_arm.R YROT,-7.986477353532381,2.5409787593100442e-12,Stationary
upper_arm.R ZROT,-6.070270499353086,1.1553410917228943e-07,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.759059501761902,6.509062221895498e-05,Stationary
forearm.R YROT,-5.717914554490839,7.050532545301068e-07,Stationary
forearm.R ZROT,-5.290143863232257,5.7390193987136616e-06,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-10.311891952573596,3.1695371537754573e-18,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-10.353986564102206,2.4942101569115896e-18,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-10.138755858499641,8.530457046898411e-18,Stationary
thigh.L XROT,-6.632503740233931,5.6685232994343636e-09,Stationary
thigh.L YROT,-6.20556235793786,5.669107196824553e-08,Stationary
thigh.L ZROT,-7.036946573053912,5.982224055954572e-10,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-7.049614876452647,5.570287920564702e-10,Stationary
shin.L YROT,-6.41537164008513,1.8469246940341293e-08,Stationary
shin.L ZROT,-6.6194010418351805,6.090683835654926e-09,Stationary
foot.L XROT,-7.3879592565313885,8.142135016516278e-11,Stationary
foot.L YROT,-3.9162063169321923,0.0019187624891028718,Stationary
foot.L ZROT,-4.06592450393367,0.0011020485163948106,Stationary
heel.02.L XROT,-8.049275725453606,1.7598674540440975e-12,Stationary
heel.02.L YROT,-4.976120039787194,2.473933358231669e-05,Stationary
heel.02.L ZROT,-5.475038510205707,2.352017615613229e-06,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-10.170178175495552,7.123777859799782e-18,Stationary
thigh.R XROT,-6.061508031194421,1.2094761447973962e-07,Stationary
thigh.R YROT,-7.000969769300313,7.323788058222547e-10,Stationary
thigh.R ZROT,-6.495875235301908,1.1947254074526044e-08,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.544239834078853,1.6748446377136372e-06,Stationary
shin.R YROT,-5.181401463271937,9.594211504829221e-06,Stationary
shin.R ZROT,-5.619660708419451,1.1528575863560127e-06,Stationary
foot.R XROT,-6.201624964932393,5.7885379637031176e-08,Stationary
foot.R YROT,-4.495993585326499,0.00019994378681334,Stationary
foot.R ZROT,-4.316319859946162,0.00041617742583432044,Stationary
heel.02.R XROT,-7.022137335627458,6.502135610335616e-10,Stationary
heel.02.R YROT,-5.1641954352997335,1.0399056577868895e-05,Stationary
heel.02.R ZROT,-5.5707406308967755,1.469454909865172e-06,Stationary
