Variable,ADF Statistic,p-value,ADF Stationarity
forearm.L ZROT,-2.317671812733311,0.16633178665777543,Non-Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-6.384006520151732,2.186860625735416e-08,Stationary
shoulder.R YROT,-6.1435046006582334,7.86746426743453e-08,Stationary
shoulder.R ZROT,-6.463064498996991,1.4273156465685425e-08,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-5.043483064405397,1.8191102669064147e-05,Stationary
upper_arm.R YROT,-6.256009502300877,4.3373176939302943e-08,Stationary
upper_arm.R ZROT,-4.309254842191331,0.00042810239145067426,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-2.623903135221861,0.08815691947696003,Non-Stationary
forearm.R YROT,-3.176388291224331,0.02139274821220347,Stationary
forearm.R ZROT,-4.104217606682711,0.000953093767550078,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-8.508437891274042,1.1853249926942716e-13,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-8.49080712001684,1.3150611309484057e-13,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,-6.752095134996819,2.9334935921323964e-09,Stationary
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-8.476039612366417,1.4345774678975873e-13,Stationary
thigh.L XROT,-5.944328881146832,2.2226213893946913e-07,Stationary
thigh.L YROT,-9.347538415391249,8.466619855124201e-16,Stationary
thigh.L ZROT,-7.774696027253945,8.732244432289624e-12,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-5.711329137309168,7.288083513144658e-07,Stationary
shin.L YROT,-7.38885503739906,8.100453172287123e-11,Stationary
shin.L ZROT,-6.970666250587098,8.681807939074719e-10,Stationary
foot.L XROT,-7.0964735360461,4.276392479631678e-10,Stationary
foot.L YROT,-8.537968503722581,9.960252793294081e-14,Stationary
foot.L ZROT,-8.251217721668679,5.384534166649187e-13,Stationary
heel.02.L XROT,-8.2957402636097,4.1449434725932144e-13,Stationary
heel.02.L YROT,-7.748375346879424,1.0174958339143875e-11,Stationary
heel.02.L ZROT,-8.220864968573975,6.435325250915372e-13,Stationary
thigh.R XPOS,-6.767423601058903,2.6949150304293022e-09,Stationary
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-8.451414738395426,1.6584742484957351e-13,Stationary
thigh.R XROT,-6.16716532422525,6.94496101127349e-08,Stationary
thigh.R YROT,-7.286642868375287,1.453011985316615e-10,Stationary
thigh.R ZROT,-6.623876650982035,5.943105899046009e-09,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-6.347965405112582,2.6539582996005387e-08,Stationary
shin.R YROT,-5.763123246038222,5.61212739335333e-07,Stationary
shin.R ZROT,-7.653048797464282,1.7683708122746487e-11,Stationary
foot.R XROT,-6.1178211368879545,9.005188906328677e-08,Stationary
foot.R YROT,-9.130550479086091,3.0303175566570753e-15,Stationary
foot.R ZROT,-8.898010688457477,1.1922984879271874e-14,Stationary
heel.02.R XROT,-6.576882149288634,7.685845494359032e-09,Stationary
heel.02.R YROT,-8.151266792640294,9.681719985777314e-13,Stationary
heel.02.R ZROT,-6.929327505170942,1.0943919352435454e-09,Stationary
