Variable,ADF Statistic,p-value,ADF Stationarity
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-7.104254599368861,4.09247488511279e-10,Stationary
upper_arm.R YROT,-6.0758197941354535,1.1222944028013862e-07,Stationary
upper_arm.R ZROT,-6.84955160837362,1.7081342721422077e-09,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.022089415101731,0.0012991605095093416,Stationary
forearm.R YROT,-4.181317183360574,0.0007085590976848876,Stationary
forearm.R ZROT,-3.7983007257980392,0.002924748718415678,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-4.517913332821919,0.0001824925410209314,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-4.509527141577363,0.00018899066223826658,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-4.450014354330711,0.0002418413142310086,Stationary
thigh.L XROT,-5.345030289497879,4.414315557749848e-06,Stationary
thigh.L YROT,-7.59500586945823,2.4737182332685643e-11,Stationary
thigh.L ZROT,-6.140439856825029,7.995430343062097e-08,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-5.9653061344245595,1.9942946332964367e-07,Stationary
shin.L YROT,-6.091532771986878,1.0336718095900834e-07,Stationary
shin.L ZROT,-6.028958880748763,1.4332396937105847e-07,Stationary
foot.L XROT,-4.721348802957209,7.671581383960758e-05,Stationary
foot.L YROT,-6.031681991106371,1.413059204195314e-07,Stationary
foot.L ZROT,-6.071753057528447,1.1464199710913864e-07,Stationary
heel.02.L XROT,-4.873701191201154,3.9226720431043035e-05,Stationary
heel.02.L YROT,-6.2339990975580335,4.8755786318360266e-08,Stationary
heel.02.L ZROT,-6.142126000523496,7.924775869614675e-08,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-4.476113304047186,0.00021713394397109755,Stationary
thigh.R XROT,-6.614407502896878,6.259609840417155e-09,Stationary
thigh.R YROT,-8.013832408366937,2.165414754300335e-12,Stationary
thigh.R ZROT,-6.223164153543188,5.164146538510339e-08,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-8.05400105529562,1.7118578502141003e-12,Stationary
shin.R YROT,-6.266705215036958,4.097292039866662e-08,Stationary
shin.R ZROT,-6.512617542470882,1.0908668156471427e-08,Stationary
foot.R XROT,-5.683832460793527,8.367251293679417e-07,Stationary
foot.R YROT,-6.389903890145766,2.118556578565388e-08,Stationary
foot.R ZROT,-6.930625271840939,1.086474833428537e-09,Stationary
heel.02.R XROT,-5.773377594258102,5.328180153639315e-07,Stationary
heel.02.R YROT,-5.434864283467579,2.860502949846069e-06,Stationary
heel.02.R ZROT,-4.515980649127445,0.00018397096897639022,Stationary
