Variable,ADF Statistic,p-value,ADF Stationarity
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-3.8040563880752924,0.002866084438664686,Stationary
forearm.R YROT,-2.591392939579791,0.09478925227036294,Non-Stationary
forearm.R ZROT,-4.896061946210632,3.5495154022912966e-05,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-6.880680973394573,1.4361164934025732e-09,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-6.682809119555757,4.299555242809182e-09,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-6.180208399679366,6.482755899977517e-08,Stationary
thigh.L XROT,-6.172866935862832,6.739062158850618e-08,Stationary
thigh.L YROT,-5.931408137520914,2.3758019685440278e-07,Stationary
thigh.L ZROT,-5.776369782604043,5.248005879172413e-07,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-5.869992048395268,3.2572491310611583e-07,Stationary
shin.L YROT,-5.73942523534458,6.326107416285497e-07,Stationary
shin.L ZROT,-6.551155002124198,8.844305942599586e-09,Stationary
foot.L XROT,-5.121454053865541,1.2691284368734627e-05,Stationary
foot.L YROT,-6.035346499677001,1.386341447600622e-07,Stationary
foot.L ZROT,-5.519779118917731,1.8890771342337297e-06,Stationary
heel.02.L XROT,-5.519151085369173,1.8949149229356425e-06,Stationary
heel.02.L YROT,-5.514676915551427,1.937015304194293e-06,Stationary
heel.02.L ZROT,-5.562183237158822,1.5329367218180732e-06,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-6.589436992290127,7.176196997308463e-09,Stationary
thigh.R XROT,-6.833962366141749,1.8629086522187616e-09,Stationary
thigh.R YROT,-5.46889868529295,2.423597884247771e-06,Stationary
thigh.R ZROT,-6.760901533908911,2.7939891330631592e-09,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.551604831690542,1.6151128419986107e-06,Stationary
shin.R YROT,-4.5479877685871095,0.0001608945008448466,Stationary
shin.R ZROT,-5.288247946846022,5.7910708098651025e-06,Stationary
foot.R XROT,-7.283553181526205,1.4788404423061717e-10,Stationary
foot.R YROT,-5.843266018478662,3.7342443737233347e-07,Stationary
foot.R ZROT,-6.3836586183474955,2.1909570999520574e-08,Stationary
heel.02.R XROT,-6.672632977590903,4.547181092093044e-09,Stationary
heel.02.R YROT,-5.872607233006157,3.2139122488538325e-07,Stationary
heel.02.R ZROT,-5.386111904214074,3.6222920496641758e-06,Stationary
