Variable,ADF Statistic,p-value,ADF Stationarity
thigh.L XROT,-6.729611162763882,3.3216454223511925e-09,Stationary
thigh.L YROT,-7.050722670147734,5.535630264235067e-10,Stationary
thigh.L ZROT,-8.624288373255677,5.9883695301261e-14,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-6.280117077167365,3.8147025011355584e-08,Stationary
shin.L YROT,-7.594491537338771,2.4810792890419696e-11,Stationary
shin.L ZROT,-6.761026122728875,2.792063263319475e-09,Stationary
foot.L XROT,-6.4960378476023415,1.1936712508136591e-08,Stationary
foot.L YROT,-5.526090039853319,1.8313788593655204e-06,Stationary
foot.L ZROT,-5.6253822126283906,1.1204931401598167e-06,Stationary
heel.02.L XROT,-5.601917643472699,1.2591294755079238e-06,Stationary
heel.02.L YROT,-7.079093735933779,4.717276006384834e-10,Stationary
heel.02.L ZROT,-7.634003467824608,1.9744187236108865e-11,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-10.089588166509845,1.1314182927078428e-17,Stationary
thigh.R XROT,-6.157823608322937,7.295744663275283e-08,Stationary
thigh.R YROT,-5.185798729330055,9.398399991999347e-06,Stationary
thigh.R ZROT,-8.115043637661744,1.1972527590908744e-12,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.966576054801456,1.98123561168069e-07,Stationary
shin.R YROT,-8.463473353228139,1.544782193276574e-13,Stationary
shin.R ZROT,-6.145353464066284,7.791241254823625e-08,Stationary
foot.R XROT,-7.2317058369450935,1.9868311946154791e-10,Stationary
foot.R YROT,-5.32871457701504,4.773485319376083e-06,Stationary
foot.R ZROT,-4.774127900311216,6.093474284531422e-05,Stationary
heel.02.R XROT,-7.418701767288898,6.826403128999158e-11,Stationary
heel.02.R YROT,-6.0135085575152285,1.55320458685557e-07,Stationary
heel.02.R ZROT,-5.3575997108554,4.155650246687178e-06,Stationary
