Variable,ADF Statistic,p-value,ADF Stationarity
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-10.782470329197904,2.2369975922949366e-19,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-10.87409201964693,1.3453705433032133e-19,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-10.989130648164636,7.133201207177073e-20,Stationary
thigh.L XROT,-4.90891255641634,3.350772268454445e-05,Stationary
thigh.L YROT,-5.852922793405069,3.5544916742435617e-07,Stationary
thigh.L ZROT,-6.091534129931727,1.0336644557340584e-07,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-3.9688088959249157,0.0015829381181081239,Stationary
shin.L YROT,-3.25591619672648,0.016967755623813287,Stationary
shin.L ZROT,-3.992429066970238,0.00145067786897345,Stationary
foot.L XROT,-3.977593106234347,0.0015324935616873139,Stationary
foot.L YROT,-6.568538892509942,8.044105646188501e-09,Stationary
foot.L ZROT,-7.190665386847131,2.508646966813441e-10,Stationary
heel.02.L XROT,-4.77517210795628,6.0656378666126616e-05,Stationary
heel.02.L YROT,-5.386684690359659,3.612290292656108e-06,Stationary
heel.02.L ZROT,-5.328092465569823,4.787727303280983e-06,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-11.145285923950476,3.0368758202973833e-20,Stationary
thigh.R XROT,-6.382331381291473,2.206654549810771e-08,Stationary
thigh.R YROT,-6.3231002365227065,3.032123731257716e-08,Stationary
thigh.R ZROT,-6.142676261354083,7.901851257162342e-08,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-7.113170542570648,3.8913482917983397e-10,Stationary
shin.R YROT,-5.706552462351171,7.465262490984552e-07,Stationary
shin.R ZROT,-5.890101725109505,2.93818129557088e-07,Stationary
foot.R XROT,-5.239349626826715,7.303373981584269e-06,Stationary
foot.R YROT,-5.714562115536035,7.17050179411973e-07,Stationary
foot.R ZROT,-4.40260532673635,0.000293697054843875,Stationary
heel.02.R XROT,-5.418549255393279,3.0962274969278584e-06,Stationary
heel.02.R YROT,-4.364413624001955,0.0003429664062162323,Stationary
heel.02.R ZROT,-3.501983601103196,0.007936296881229835,Stationary
