Variable,ADF Statistic,p-value,ADF Stationarity
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-6.470645127222736,1.3699021537013782e-08,Stationary
shoulder.R YROT,-5.041018288751846,1.8397988388698723e-05,Stationary
shoulder.R ZROT,-6.2033950452789925,5.734544274435626e-08,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-6.058231461027867,1.2303518090096762e-07,Stationary
upper_arm.R YROT,-7.662942288751624,1.6699211999772918e-11,Stationary
upper_arm.R ZROT,-6.4046228574644015,1.9571094333435562e-08,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-5.293301051238277,5.6533459840863665e-06,Stationary
forearm.R YROT,-7.714819962889648,1.2362697344828103e-11,Stationary
forearm.R ZROT,-2.374069090283731,0.14918935254928473,Non-Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-5.671568673179187,8.897476477783202e-07,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-5.826088418088157,4.076222937002164e-07,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-5.947099193000329,2.1910606045740767e-07,Stationary
thigh.L XROT,-6.390527246988548,2.1114607056505377e-08,Stationary
thigh.L YROT,-4.570420835143616,0.00014639382337686133,Stationary
thigh.L ZROT,-6.424704777722605,1.7562229309362024e-08,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-4.834736277857619,4.664799415985874e-05,Stationary
shin.L YROT,-7.727230124932001,1.1503827698634616e-11,Stationary
shin.L ZROT,-3.750404441483005,0.0034575129919094103,Stationary
foot.L XROT,-4.763057497363066,6.39622292596945e-05,Stationary
foot.L YROT,-6.16197027883414,7.137939037537905e-08,Stationary
foot.L ZROT,-5.675081194119618,8.742349214787833e-07,Stationary
heel.02.L XROT,-5.363284758264819,4.043551016896047e-06,Stationary
heel.02.L YROT,-4.857810831100368,4.210480177792803e-05,Stationary
heel.02.L ZROT,-5.509744087854585,1.984487364795918e-06,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-5.995573981297764,1.7048382827731003e-07,Stationary
thigh.R XROT,-4.372902253742543,0.00033138230900025254,Stationary
thigh.R YROT,-5.161129054732314,1.0549193016351742e-05,Stationary
thigh.R ZROT,-5.9462697213389735,2.2004640244451242e-07,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-6.165457677550273,7.007821904383947e-08,Stationary
shin.R YROT,-8.23221417860582,6.020405774229254e-13,Stationary
shin.R ZROT,-5.33801736261579,4.5653598053614325e-06,Stationary
foot.R XROT,-6.4336096748610085,1.6737785254554274e-08,Stationary
foot.R YROT,-5.123868683935251,1.25496967314356e-05,Stationary
foot.R ZROT,-5.702276669501676,7.627425745209184e-07,Stationary
heel.02.R XROT,-5.1085275631365175,1.3475919327456872e-05,Stationary
heel.02.R YROT,-6.466199432493872,1.4032906296513487e-08,Stationary
heel.02.R ZROT,-5.899106686889383,2.8054231393543907e-07,Stationary
