Variable,ADF Statistic,p-value,ADF Stationarity
upper_arm.R YROT,-8.252995946023756,5.328576508543768e-13,Stationary
upper_arm.R ZROT,-8.437882287028502,1.7960389842101318e-13,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-7.972264765496703,2.7610366896199296e-12,Stationary
forearm.R YROT,-7.736581582431764,1.0896087220402071e-11,Stationary
forearm.R ZROT,-8.385295162649582,2.44768349013929e-13,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-3.6406077575107116,0.005030501216525333,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-3.636431492115557,0.0051015389683561506,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-3.7890810717410734,0.003021026508672985,Stationary
thigh.L XROT,-2.692856902999978,0.07528251426552947,Non-Stationary
thigh.L YROT,-2.6778493617927834,0.0779503534367414,Non-Stationary
thigh.L ZROT,-3.5697854748643,0.006365641960361894,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-2.519547479579738,0.11079036296328454,Non-Stationary
shin.L YROT,-3.8701566029122225,0.002265792435912174,Stationary
shin.L ZROT,-2.9466492073620545,0.040186061143389365,Stationary
foot.L XROT,-3.4788657892882164,0.008546747036884267,Stationary
foot.L YROT,-4.246567492255451,0.0005489934855047575,Stationary
foot.L ZROT,-4.608212517825538,0.000124741608381265,Stationary
heel.02.L XROT,-4.338997607436228,0.00037998553605567446,Stationary
heel.02.L YROT,-5.729371558025687,6.655152432894426e-07,Stationary
heel.02.L ZROT,-2.8293766525368786,0.05419849920832258,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-3.7921960852521934,0.002988176075097687,Stationary
thigh.R XROT,-2.2674957040060035,0.1826655952703773,Non-Stationary
thigh.R YROT,-2.8841441773498517,0.0472231263472916,Stationary
thigh.R ZROT,-4.1332808316895555,0.000852859304958548,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-2.2449417747533076,0.1903401863330763,Non-Stationary
shin.R YROT,-6.407045811253695,1.9317202910306383e-08,Stationary
shin.R ZROT,-2.0332880834645426,0.27217080113224246,Non-Stationary
foot.R XROT,-2.523773250084039,0.10979665851768938,Non-Stationary
foot.R YROT,-4.0307184783317815,0.0012579321635139784,Stationary
foot.R ZROT,-4.191380869797454,0.0006813888188175722,Stationary
heel.02.R XROT,-2.627648023788469,0.08741654937567678,Non-Stationary
heel.02.R YROT,-3.6828441543614447,0.004361040917020526,Stationary
heel.02.R ZROT,-4.462357501635226,0.000229840841566212,Stationary
