Variable,ADF Statistic,p-value,ADF Stationarity
shoulder.R ZROT,-6.946628589918849,9.933806759757879e-10,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-3.511183204591344,0.007704487964169192,Stationary
upper_arm.R YROT,-6.699477343045474,3.922405046432599e-09,Stationary
upper_arm.R ZROT,-3.6125982130397616,0.005524694591752453,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-2.618624120459909,0.08920880773926254,Non-Stationary
forearm.R YROT,-5.504610492893662,2.0350941417819897e-06,Stationary
forearm.R ZROT,-2.2585586992617173,0.18568200458625267,Non-Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-4.225039166983828,0.0005974636309764395,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-4.24919369584615,0.0005433409530138742,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-4.3835142255078,0.0003174212900372258,Stationary
thigh.L XROT,-7.65432753387743,1.755328512047429e-11,Stationary
thigh.L YROT,-6.38923891984355,2.1261520322294843e-08,Stationary
thigh.L ZROT,-7.402422325197619,7.494437570636198e-11,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-4.83837685279354,4.5901161959993824e-05,Stationary
shin.L YROT,-1.8210534002891086,0.37006048883929743,Non-Stationary
shin.L ZROT,-4.54122499276791,0.00016552783772908158,Stationary
foot.L XROT,-5.524558398875883,1.8452222678907641e-06,Stationary
foot.L YROT,-4.554104086088863,0.00015681069784115526,Stationary
foot.L ZROT,-5.21057480075136,8.36538256886994e-06,Stationary
heel.02.L XROT,-3.460949943710189,0.00904847966585523,Stationary
heel.02.L YROT,-2.8034710783138315,0.05777965730835612,Non-Stationary
heel.02.L ZROT,-2.8537103992847643,0.051001721375450886,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-4.2568787329594375,0.000527113407388377,Stationary
thigh.R XROT,-6.162170413522461,7.130408121641195e-08,Stationary
thigh.R YROT,-5.585714517204712,1.3644835640716693e-06,Stationary
thigh.R ZROT,-6.247174700926516,4.5459642435934694e-08,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-4.203035018491915,0.0006511489057072513,Stationary
shin.R YROT,-4.749642228193071,6.782445678757863e-05,Stationary
shin.R ZROT,-4.495427387685731,0.00020041493720575934,Stationary
foot.R XROT,-5.968708607175108,1.959494129231137e-07,Stationary
foot.R YROT,-3.4168049070476507,0.01039916073294155,Stationary
foot.R ZROT,-3.767936865712975,0.0032529359869789337,Stationary
heel.02.R XROT,-4.373499651597005,0.0003305811749918428,Stationary
heel.02.R YROT,-4.197791359299158,0.0006645954291756755,Stationary
heel.02.R ZROT,-3.119963342811844,0.02511065509988662,Stationary
