Variable,ADF Statistic,p-value,ADF Stationarity
thigh.L ZPOS,-2.9419966718197483,0.04067779336655257,Stationary
thigh.L XROT,-2.513610054631465,0.11219787218820676,Non-Stationary
thigh.L YROT,-3.0461178338178647,0.030806306522580363,Stationary
thigh.L ZROT,-2.920764421907921,0.04298611276919119,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-3.848859851206875,0.002445164270962883,Stationary
shin.L YROT,-2.6614008306190082,0.08095906204577019,Non-Stationary
shin.L ZROT,-3.592075639397662,0.005914344253604155,Stationary
foot.L XROT,-2.8407116027464725,0.05268960013869442,Non-Stationary
foot.L YROT,-1.8321497871015118,0.36462103136317026,Non-Stationary
foot.L ZROT,-2.0594980982549944,0.2611092316792403,Non-Stationary
heel.02.L XROT,-1.7405905826910075,0.4103295795065185,Non-Stationary
heel.02.L YROT,-1.7215852318329816,0.4200268300541856,Non-Stationary
heel.02.L ZROT,-2.754553260582523,0.06506446185615204,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-2.915712417083766,0.04355112902773942,Stationary
thigh.R XROT,-2.8910053897024746,0.04640399063691143,Stationary
thigh.R YROT,-2.041255355986603,0.26878199559142313,Non-Stationary
thigh.R ZROT,-2.9721459342762397,0.03757877215448635,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-1.9684653404371155,0.3005687628942404,Non-Stationary
shin.R YROT,-3.804017961462729,0.0028664724816127194,Stationary
shin.R ZROT,-2.072158464883419,0.2558561555103406,Non-Stationary
foot.R XROT,-3.7302137752570084,0.003707693151396357,Stationary
foot.R YROT,-1.8838885128732936,0.33967800595386805,Non-Stationary
foot.R ZROT,-1.1552577030109552,0.6925407305571734,Non-Stationary
heel.02.R XROT,-1.4735614639346082,0.5465472213133064,Non-Stationary
heel.02.R YROT,-1.5743037859911864,0.4964873962512553,Non-Stationary
heel.02.R ZROT,-1.6845419064976959,0.43909403326043867,Non-Stationary
