Variable,ADF Statistic,p-value,ADF Stationarity
heel.02.L ZROT,-1.5273692398450913,0.5199313520959676,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-1.521501778400548,0.522849175136368,Non-Stationary
thigh.R XROT,-2.287000322362804,0.1761949095032841,Non-Stationary
thigh.R YROT,-1.8461848970840737,0.3577850192932315,Non-Stationary
thigh.R ZROT,-1.8584735208630443,0.35184139203036213,Non-Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.060293262397843,0.02963465394487601,Stationary
shin.R YROT,-2.5210938394433504,0.11042595629189778,Non-Stationary
shin.R ZROT,-3.8101686338210157,0.0028049733274807176,Stationary
foot.R XROT,-3.099864310441007,0.026563231748185586,Stationary
foot.R YROT,-1.861360219751248,0.3504509785411209,Non-Stationary
foot.R ZROT,-1.709453988127991,0.4262481985359142,Non-Stationary
heel.02.R XROT,-1.6616418542634792,0.4509761530988807,Non-Stationary
heel.02.R YROT,-1.8772824044534375,0.34282248121051623,Non-Stationary
heel.02.R ZROT,-1.8494981593006252,0.3561786027730115,Non-Stationary
