Variable,ADF Statistic,p-value,ADF Stationarity
forearm.R YROT,-3.936895199135029,0.0017794879471562258,Stationary
forearm.R ZROT,-5.799699962751475,4.6620558434819895e-07,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-4.035108194163419,0.0012374302326105184,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-4.037492530654151,0.0012264253971116055,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-4.027394709273464,0.001273665959354085,Stationary
thigh.L XROT,-3.241906243661831,0.017683564374517673,Stationary
thigh.L YROT,-4.678394901728536,9.237883628872008e-05,Stationary
thigh.L ZROT,-4.901503589181873,3.4640100899628984e-05,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-2.5731810487732703,0.09866784484526192,Non-Stationary
shin.L YROT,-2.5532262257460263,0.10305483488077721,Non-Stationary
shin.L ZROT,-2.7280129596750498,0.06931497435223061,Non-Stationary
foot.L XROT,-3.714399760633913,0.003915107784900636,Stationary
foot.L YROT,-2.813654282354097,0.056349666109361735,Non-Stationary
foot.L ZROT,-2.977918839073588,0.03700859308626091,Stationary
heel.02.L XROT,-2.570131640130408,0.09932890637461056,Non-Stationary
heel.02.L YROT,-2.408619648489708,0.13931834161793988,Non-Stationary
heel.02.L ZROT,-4.381926062306426,0.000319474612301249,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-4.032369359693984,0.00125018491647836,Stationary
thigh.R XROT,-3.281830207347788,0.01571045987426896,Stationary
thigh.R YROT,-3.6402577311406,0.0050364203714059535,Stationary
thigh.R ZROT,-3.650281578393201,0.004869396236971895,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-4.328917023266572,0.00039568971425186963,Stationary
shin.R YROT,-2.606484804611066,0.09166438352377282,Non-Stationary
shin.R ZROT,-3.0326960548098727,0.03195177501289781,Stationary
foot.R XROT,-3.932012447645025,0.0018114852432901552,Stationary
foot.R YROT,-3.372009010351898,0.01195090688263476,Stationary
foot.R ZROT,-3.323189273941706,0.013873203579686617,Stationary
heel.02.R XROT,-2.8152684903374205,0.05612565469850959,Non-Stationary
heel.02.R YROT,-3.3619903062847376,0.012324911966151497,Stationary
heel.02.R ZROT,-3.124527631472592,0.024790483365816705,Stationary
