Variable,ADF Statistic,p-value,ADF Stationarity
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.304905501262991,0.0004356033388495929,Stationary
forearm.R YROT,-3.2888640243406835,0.015383650678062157,Stationary
forearm.R ZROT,-7.075210576418224,4.821774657801154e-10,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-5.824846247126132,4.102107384630753e-07,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-5.827375087669864,4.0495796982541316e-07,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-6.056398495376659,1.2421837488930274e-07,Stationary
thigh.L XROT,-4.430700854878802,0.00026181960386126486,Stationary
thigh.L YROT,-2.945655096181558,0.04029071024428473,Stationary
thigh.L ZROT,-3.6037963336390826,0.0056888633889681205,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-5.014766519492001,2.0747205980026123e-05,Stationary
shin.L YROT,-3.5503782243845223,0.006783705603773846,Stationary
shin.L ZROT,-5.345213777648906,4.41042946851232e-06,Stationary
foot.L XROT,-4.635166497412697,0.0001112043965131803,Stationary
foot.L YROT,-4.275353116797081,0.0004899527168107799,Stationary
foot.L ZROT,-3.970958084413947,0.0015704553887019813,Stationary
heel.02.L XROT,-4.107836352911474,0.0009400378224343056,Stationary
heel.02.L YROT,-3.0699456660278748,0.028858781214458024,Stationary
heel.02.L ZROT,-3.7952672861073706,0.0029561097126760147,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-6.070713451584715,1.1526685670978297e-07,Stationary
thigh.R XROT,-2.6527896686562165,0.08256999886662864,Non-Stationary
thigh.R YROT,-4.218944402563843,0.0006119007927125463,Stationary
thigh.R ZROT,-3.7189786797924986,0.0038539847196298357,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.261027852063575,0.01671298262358166,Stationary
shin.R YROT,-4.538270794522328,0.00016759146575702954,Stationary
shin.R ZROT,-4.3245298637986656,0.00040271420613917044,Stationary
foot.R XROT,-4.580791065900332,0.00014011981470043452,Stationary
foot.R YROT,-2.941687293711771,0.040710669456926245,Stationary
foot.R ZROT,-2.457723207993435,0.12610240581200965,Non-Stationary
heel.02.R XROT,-4.110998185579304,0.0009287676317245171,Stationary
heel.02.R YROT,-2.655179956807443,0.08212034830005888,Non-Stationary
heel.02.R ZROT,-3.51395396462506,0.007635875662664593,Stationary
