Variable,ADF Statistic,p-value,ADF Stationarity
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-5.859323280270616,3.440047248917363e-07,Stationary
shoulder.R YROT,-4.907893849006931,3.3661281412173534e-05,Stationary
shoulder.R ZROT,-6.0555622446140145,1.2476188260596293e-07,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-6.517812086607795,1.0604908148426933e-08,Stationary
upper_arm.R YROT,-7.412599400083442,7.069592323361467e-11,Stationary
upper_arm.R ZROT,-6.695613403404789,4.006815109015128e-09,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.571565123968243,0.0001456885990840364,Stationary
forearm.R YROT,-5.8899329893065,2.9407267307182796e-07,Stationary
forearm.R ZROT,-4.446090047241222,0.00024577971127396546,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-6.1750778267083,6.660845359779835e-08,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-6.182647903541368,6.399726356412175e-08,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-6.268184859715245,4.065132473140043e-08,Stationary
thigh.L XROT,-4.5661987014797605,0.0001490241821505925,Stationary
thigh.L YROT,-7.349550243816652,1.0144469214446882e-10,Stationary
thigh.L ZROT,-6.37377129017103,2.3105893475348647e-08,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-5.735796897112248,6.442983027694659e-07,Stationary
shin.L YROT,-7.137241522222978,3.395948443914542e-10,Stationary
shin.L ZROT,-9.131617400125561,3.0113514210169364e-15,Stationary
foot.L XROT,-7.267293143799701,1.6224581425147344e-10,Stationary
foot.L YROT,-4.756285897994422,6.588462832026437e-05,Stationary
foot.L ZROT,-5.102555420524863,1.3854072335417217e-05,Stationary
heel.02.L XROT,-5.9477268206030605,2.1839715939034522e-07,Stationary
heel.02.L YROT,-4.950837927634723,2.774120796093615e-05,Stationary
heel.02.L ZROT,-6.494848617889911,1.2014018081431508e-08,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-6.463979812324572,1.4202594308652779e-08,Stationary
thigh.R XROT,-6.524222173926053,1.0241539783299467e-08,Stationary
thigh.R YROT,-4.825811028068402,4.852863806664021e-05,Stationary
thigh.R ZROT,-5.044018950844751,1.814642013235554e-05,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-4.2634837891706105,0.0005135324491361968,Stationary
shin.R YROT,-7.290529934637481,1.4211523786601393e-10,Stationary
shin.R ZROT,-8.4914176144023,1.3103402659757892e-13,Stationary
foot.R XROT,-4.054374401740507,0.0011510816841152143,Stationary
foot.R YROT,-4.870253054372469,3.983471271038447e-05,Stationary
foot.R ZROT,-6.609092058409045,6.444505456176047e-09,Stationary
heel.02.R XROT,-5.831263778406949,3.9700873412690363e-07,Stationary
heel.02.R YROT,-5.260328485775149,6.612710648376281e-06,Stationary
heel.02.R ZROT,-5.245113070167944,7.10695947487557e-06,Stationary
