Variable,ADF Statistic,p-value,ADF Stationarity
forearm.R YROT,-3.4876419779274968,0.008310204663316677,Stationary
forearm.R ZROT,-6.208325160714186,5.586753644565486e-08,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-5.898899246165561,2.8084142390953847e-07,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-5.7836235647122685,5.058507548620865e-07,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-5.979130167718125,1.856564253246822e-07,Stationary
thigh.L XROT,-7.102579203430554,4.131401808839044e-10,Stationary
thigh.L YROT,-6.810385560625916,2.123685045731394e-09,Stationary
thigh.L ZROT,-7.665136874638477,1.648832404299456e-11,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-7.904292484149511,4.105921822631993e-12,Stationary
shin.L YROT,-6.661979928344247,4.82149621005472e-09,Stationary
shin.L ZROT,-10.568590182151944,7.405631243755382e-19,Stationary
foot.L XROT,-8.527836185748415,1.0573044559183816e-13,Stationary
foot.L YROT,-8.024812077522242,2.0307168850603522e-12,Stationary
foot.L ZROT,-9.67845378238798,1.2227481512691461e-16,Stationary
heel.02.L XROT,-8.352587821726692,2.967108880321471e-13,Stationary
heel.02.L YROT,-7.835869540048422,6.117635367139394e-12,Stationary
heel.02.L ZROT,-6.374702224413491,2.2990566118124476e-08,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-5.990985897300383,1.745904678703637e-07,Stationary
thigh.R XROT,-5.409314199418579,3.2379198144867094e-06,Stationary
thigh.R YROT,-5.255328849330682,6.771321370527836e-06,Stationary
thigh.R ZROT,-6.1788291166709675,6.530167737473449e-08,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-6.626184772231699,5.868382973108762e-09,Stationary
shin.R YROT,-5.205400617623259,8.57159641216462e-06,Stationary
shin.R ZROT,-6.2434251499003235,4.637469364666524e-08,Stationary
foot.R XROT,-4.372747446540821,0.00033159021126739154,Stationary
foot.R YROT,-5.672475251917866,8.857182913081953e-07,Stationary
foot.R ZROT,-5.064287099918004,1.653210531498101e-05,Stationary
heel.02.R XROT,-5.984145254557916,1.8089395550508696e-07,Stationary
heel.02.R YROT,-4.95177647313482,2.76237533370413e-05,Stationary
heel.02.R ZROT,-4.852994595821863,4.301648464330035e-05,Stationary
