Variable,ADF Statistic,p-value,ADF Stationarity
shoulder.R YROT,-6.439351110451758,1.6226561829077122e-08,Stationary
shoulder.R ZROT,-5.806963894464979,4.4930478905548583e-07,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-6.053461192396462,1.2613774253551827e-07,Stationary
upper_arm.R YROT,-6.442649245038256,1.593988024489736e-08,Stationary
upper_arm.R ZROT,-6.119788245833387,8.912617575760292e-08,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.448774298229184,0.0002430793003325277,Stationary
forearm.R YROT,-4.291768529965144,0.0004590203187418793,Stationary
forearm.R ZROT,-4.190756426514684,0.0006830458043853109,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-7.94621453508207,3.214807595673678e-12,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-8.51033961900349,1.172118445231704e-13,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-8.459637555574256,1.580076668925503e-13,Stationary
thigh.L XROT,-7.181733630198565,2.639085121871633e-10,Stationary
thigh.L YROT,-8.144747047885032,1.0059074760221681e-12,Stationary
thigh.L ZROT,-6.260125229302821,4.2433618998872304e-08,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-7.85395577473349,5.506052024955126e-12,Stationary
shin.L YROT,-5.806900435499092,4.494498100515749e-07,Stationary
shin.L ZROT,-7.851034254445345,5.600553058365659e-12,Stationary
foot.L XROT,-6.310091018349638,3.250615463270028e-08,Stationary
foot.L YROT,-6.724700180772396,3.4129507054310467e-09,Stationary
foot.L ZROT,-6.1323242540534135,8.344245303825269e-08,Stationary
heel.02.L XROT,-6.840719509563312,1.7941896709231627e-09,Stationary
heel.02.L YROT,-6.648233445052292,5.19971943101694e-09,Stationary
heel.02.L ZROT,-5.874361603480953,3.185156960145779e-07,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-8.437221340510554,1.8030422790841105e-13,Stationary
thigh.R XROT,-6.7708087896858205,2.6448684060271755e-09,Stationary
thigh.R YROT,-7.838015534847464,6.041672825141462e-12,Stationary
thigh.R ZROT,-6.260496697173428,4.234980977414556e-08,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-6.332137496052858,2.888913660329032e-08,Stationary
shin.R YROT,-6.291521571159444,3.589555715263965e-08,Stationary
shin.R ZROT,-5.982996656121111,1.819740119435619e-07,Stationary
foot.R XROT,-5.841841363223247,3.761505110851118e-07,Stationary
foot.R YROT,-5.877943481941851,3.127227402497481e-07,Stationary
foot.R ZROT,-5.764350917890465,5.57736855737707e-07,Stationary
heel.02.R XROT,-6.434418296798927,1.6664836327606683e-08,Stationary
heel.02.R YROT,-6.464527701681437,1.4160521676383798e-08,Stationary
heel.02.R ZROT,-6.914605120269382,1.1883018144593052e-09,Stationary
