Variable,ADF Statistic,p-value,ADF Stationarity
forearm.L XROT,-4.216508533367703,0.000617762147977496,Stationary
forearm.L YROT,-7.103094928235199,4.1193803129584066e-10,Stationary
forearm.L ZROT,-3.997171325466479,0.0014253956656114205,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-5.730371017205903,6.621706915219212e-07,Stationary
shoulder.R YROT,-6.801736136309734,2.228137938466391e-09,Stationary
shoulder.R ZROT,-6.114604623146661,9.158594197407065e-08,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-2.6588637809428803,0.08143110803561932,Non-Stationary
upper_arm.R YROT,-6.714191614433647,3.6167343150981124e-09,Stationary
upper_arm.R ZROT,-2.9537950237278077,0.03944049978458369,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.9247380077448515,3.1207069392850794e-05,Stationary
forearm.R YROT,-3.61102348594736,0.005553745958981837,Stationary
forearm.R ZROT,-3.713094001456499,0.003932699949585061,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-9.611268626481897,1.809048869544559e-16,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-9.279012149626917,1.2659348334051048e-15,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-10.248176217663183,4.559022938703935e-18,Stationary
thigh.L XROT,-7.020567535416155,6.559802759932521e-10,Stationary
thigh.L YROT,-9.742329592863792,8.43102120768997e-17,Stationary
thigh.L ZROT,-10.655037724823494,4.5573016609970125e-19,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-6.61691707792438,6.174143744252889e-09,Stationary
shin.L YROT,-8.669672851590333,4.5824853550639097e-14,Stationary
shin.L ZROT,-6.768022925567528,2.6859869701825477e-09,Stationary
foot.L XROT,-5.656807687690724,9.57927337065453e-07,Stationary
foot.L YROT,-7.819203133271691,6.740857667522117e-12,Stationary
foot.L ZROT,-7.747987059547886,1.0197926549355928e-11,Stationary
heel.02.L XROT,-7.783546953682289,8.294364551884315e-12,Stationary
heel.02.L YROT,-9.15940842811603,2.5571020276186227e-15,Stationary
heel.02.L ZROT,-8.183004473477087,8.036930930347029e-13,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-9.60860941064632,1.837339100772856e-16,Stationary
thigh.R XROT,-5.83040173030719,3.9875765051941315e-07,Stationary
thigh.R YROT,-6.294389305893913,3.535029576070578e-08,Stationary
thigh.R ZROT,-6.797457631098235,2.281667097770591e-09,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.2840781607893375,5.90716636279317e-06,Stationary
shin.R YROT,-5.495040740979156,2.1328077726810695e-06,Stationary
shin.R ZROT,-6.479796754513526,1.3036155908002005e-08,Stationary
foot.R XROT,-5.8806744330436285,3.083754007609126e-07,Stationary
foot.R YROT,-7.993925942030587,2.4327188479085856e-12,Stationary
foot.R ZROT,-7.084039283719134,4.5874290564492106e-10,Stationary
heel.02.R XROT,-6.889856930524822,1.3644445929120468e-09,Stationary
heel.02.R YROT,-7.3314773597918315,1.1248762314727124e-10,Stationary
heel.02.R ZROT,-6.618567946403846,6.118550604133558e-09,Stationary
