Variable,ADF Statistic,p-value,ADF Stationarity
forearm.R YROT,-3.1942916028238746,0.020317490538597233,Stationary
forearm.R ZROT,-10.441867519354778,1.5146763673389243e-18,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-7.069136604142836,4.989844408112801e-10,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-7.14529051285666,3.2446587967838253e-10,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-6.820229458482183,2.0106855628027537e-09,Stationary
thigh.L XROT,-5.471037712491614,2.398422968852132e-06,Stationary
thigh.L YROT,-4.9215009510910495,3.166493175648593e-05,Stationary
thigh.L ZROT,-5.537329829932589,1.7328399842057214e-06,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-6.611039822026138,6.37613613038917e-09,Stationary
shin.L YROT,-3.6035169458548757,0.005694146163367923,Stationary
shin.L ZROT,-6.50385334696974,1.1440726038536682e-08,Stationary
foot.L XROT,-4.2188968986915905,0.000612014597715812,Stationary
foot.L YROT,-2.9443506962695283,0.04042836873019119,Stationary
foot.L ZROT,-3.1395169801283975,0.023763642596872858,Stationary
heel.02.L XROT,-1.4373306343300445,0.5642543510821388,Non-Stationary
heel.02.L YROT,-1.3313838454235238,0.6146946973748065,Non-Stationary
heel.02.L ZROT,-1.168616162399043,0.68694849736058,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-6.869655132920842,1.527175296981153e-09,Stationary
thigh.R XROT,-4.394270148309773,0.0003038406120935753,Stationary
thigh.R YROT,-4.200700107695167,0.0006571045016764476,Stationary
thigh.R ZROT,-4.889577611594872,3.654057271894238e-05,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.06812871403523,0.029003490066258603,Stationary
shin.R YROT,-4.2464695944541555,0.0005492052641238677,Stationary
shin.R ZROT,-3.230990067300445,0.018259486048388503,Stationary
foot.R XROT,-2.756584959009505,0.06474788464124645,Non-Stationary
foot.R YROT,-2.6454450765926274,0.0839636492769586,Non-Stationary
foot.R ZROT,-3.029308765730565,0.03224651103839033,Stationary
heel.02.R XROT,-2.646412973808788,0.08377894856557716,Non-Stationary
heel.02.R YROT,-3.0411933503594724,0.031222457002598285,Stationary
heel.02.R ZROT,-2.0360252908236496,0.2710039828118165,Non-Stationary
