Variable,ADF Statistic,p-value,ADF Stationarity
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-6.0645474400102355,1.1904223855814748e-07,Stationary
thigh.L XROT,-4.5401267856805765,0.00016629213792084511,Stationary
thigh.L YROT,-6.088055690161028,1.0526710778775577e-07,Stationary
thigh.L ZROT,-5.263336096210908,6.519037422499673e-06,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-3.7197549534596055,0.003843709422102633,Stationary
shin.L YROT,-5.1988044749260585,8.841629768795256e-06,Stationary
shin.L ZROT,-3.570781570016745,0.0063448272725809525,Stationary
foot.L XROT,-2.810951913461449,0.056726314606101405,Non-Stationary
foot.L YROT,-4.89707147495938,3.533500631854173e-05,Stationary
foot.L ZROT,-4.083840282544224,0.0010298378570514615,Stationary
heel.02.L XROT,-5.195608709654083,8.975403043391157e-06,Stationary
heel.02.L YROT,-5.410942173337915,3.212492461419861e-06,Stationary
heel.02.L ZROT,-4.523718547804369,0.00017811946834719265,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-6.163455903839983,7.082221809290811e-08,Stationary
thigh.R XROT,-4.141318588932796,0.0008269349811238003,Stationary
thigh.R YROT,-7.340434048635622,1.0687340678854443e-10,Stationary
thigh.R ZROT,-5.984489493870383,1.8057148402107756e-07,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.574019361410788,1.4458173491188283e-06,Stationary
shin.R YROT,-5.298760155227166,5.50812665172503e-06,Stationary
shin.R ZROT,-5.312573866354546,5.156643899672712e-06,Stationary
foot.R XROT,-6.205303480606052,5.6768846546361894e-08,Stationary
foot.R YROT,-3.057278635095766,0.029880591397499344,Stationary
foot.R ZROT,-3.38081820206184,0.011630419398411739,Stationary
heel.02.R XROT,-3.952318538439177,0.0016818297729981105,Stationary
heel.02.R YROT,-3.933547497724746,0.0018013687802359102,Stationary
heel.02.R ZROT,-4.5272285689829666,0.00017552395195992576,Stationary
